model,condition,row_type,goal_achieved_strict_all_k,recall_kept_all_k,violation_lower_all_k,avg_violation_lower,method,candidate_top_n,alpha,gamma,beta,avg_recall_minus_violation,avg_violation,baseline_avg_violation,recall@3,recall@5,recall@7,recall@9,baseline_recall@3,baseline_recall@5,baseline_recall@7,baseline_recall@9,recall_kept@3,recall_kept@5,recall_kept@7,recall_kept@9,violation_rate@3,violation_rate@5,violation_rate@7,violation_rate@9,baseline_violation_rate@3,baseline_violation_rate@5,baseline_violation_rate@7,baseline_violation_rate@9,violation_lower@3,violation_lower@5,violation_lower@7,violation_lower@9,source_csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.5,5,0.5,0.5,0.5,0.19649999999999995,0.693250,0.882250,0.706,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.079,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.5_b0.75,5,0.5,0.5,0.75,0.13124999999999995,0.687250,0.882250,0.421,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.055,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.5_b1,5,0.5,0.5,1.0,0.11224999999999995,0.690000,0.882250,0.356,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.066,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.1,5,0.75,0.75,0.1,0.20299999999999996,0.740500,0.882250,0.921,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.268,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.2,5,0.75,0.75,0.2,0.21399999999999997,0.728500,0.882250,0.917,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.22,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.3,5,0.75,0.75,0.3,0.22324999999999995,0.718000,0.882250,0.912,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.178,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.5,5,0.75,0.75,0.5,0.22524999999999995,0.705250,0.882250,0.869,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.127,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b0.75,5,0.75,0.75,0.75,0.19649999999999995,0.693250,0.882250,0.706,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.079,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g0.75_b1,5,0.75,0.75,1.0,0.14424999999999993,0.687250,0.882250,0.473,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.055,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b0.1,5,1.0,1.0,0.1,0.19924999999999998,0.744250,0.882250,0.921,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.283,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b0.2,5,1.0,1.0,0.2,0.20774999999999996,0.734750,0.882250,0.917,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.245,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b0.3,5,1.0,1.0,0.3,0.21724999999999997,0.724750,0.882250,0.915,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.205,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b0.5,5,1.0,1.0,0.5,0.22749999999999995,0.711250,0.882250,0.902,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.151,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b0.75,5,1.0,1.0,0.75,0.22174999999999995,0.700750,0.882250,0.837,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.109,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1_b1,5,1.0,1.0,1.0,0.19649999999999995,0.693250,0.882250,0.706,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.079,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.1,5,1.5,1.5,0.1,0.19574999999999998,0.748000,0.882250,0.922,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.298,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.2,5,1.5,1.5,0.2,0.20299999999999996,0.740500,0.882250,0.921,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.268,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.3,5,1.5,1.5,0.3,0.20774999999999996,0.734750,0.882250,0.917,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.245,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.5,5,1.5,1.5,0.5,0.21999999999999997,0.722000,0.882250,0.915,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.194,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b0.75,5,1.5,1.5,0.75,0.22749999999999995,0.711250,0.882250,0.902,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.151,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g1.5_b1,5,1.5,1.5,1.0,0.22524999999999995,0.705250,0.882250,0.869,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.127,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b0.1,5,2.0,2.0,0.1,0.19424999999999998,0.749500,0.882250,0.922,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.304,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b0.2,5,2.0,2.0,0.2,0.19924999999999998,0.744250,0.882250,0.921,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.283,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b0.3,5,2.0,2.0,0.3,0.20374999999999996,0.739500,0.882250,0.92,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.264,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b0.5,5,2.0,2.0,0.5,0.21174999999999997,0.730750,0.882250,0.917,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.229,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b0.75,5,2.0,2.0,0.75,0.22249999999999998,0.719500,0.882250,0.915,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.184,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,False,True,score_target_minus_trap_c5_g2_b1,5,2.0,2.0,1.0,0.22749999999999995,0.711250,0.882250,0.902,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.151,0.883,0.9,0.911,0.835000,0.883000,0.900000,0.911000,True,False,False,False,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.1,10,0.25,0.25,0.1,0.6952499999999999,0.231000,0.882250,0.898,0.923,0.94,0.944,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.133,0.176,0.23,0.385,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.2,10,0.25,0.25,0.2,0.6890000000000001,0.125500,0.882250,0.666,0.777,0.874,0.941,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.061,0.09,0.127,0.224,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.3,10,0.25,0.25,0.3,0.47175,0.063750,0.882250,0.332,0.41,0.527,0.873,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.024,0.034,0.054,0.143,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.5,10,0.25,0.25,0.5,0.30100000000000005,0.080750,0.882250,0.203,0.267,0.338,0.719,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.02,0.029,0.051,0.223,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b0.75,10,0.25,0.25,0.75,0.21600000000000003,0.099250,0.882250,0.158,0.202,0.263,0.638,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.021,0.032,0.051,0.293,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.25_b1,10,0.25,0.25,1.0,0.1825,0.105750,0.882250,0.134,0.178,0.231,0.61,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.021,0.03,0.054,0.318,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.1,10,0.5,0.5,0.1,0.62175,0.313000,0.882250,0.915,0.934,0.943,0.947,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.183,0.256,0.323,0.49,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.2,10,0.5,0.5,0.2,0.6952499999999999,0.231000,0.882250,0.898,0.923,0.94,0.944,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.133,0.176,0.23,0.385,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.3,10,0.5,0.5,0.3,0.72525,0.168000,0.882250,0.814,0.892,0.924,0.943,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.099,0.126,0.169,0.278,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.5,10,0.5,0.5,0.5,0.58175,0.085250,0.882250,0.429,0.564,0.738,0.937,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.03,0.054,0.085,0.172,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b0.75,10,0.5,0.5,0.75,0.38025000000000003,0.069750,0.882250,0.272,0.328,0.41,0.79,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.024,0.029,0.052,0.174,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.5_b1,10,0.5,0.5,1.0,0.30100000000000005,0.080750,0.882250,0.203,0.267,0.338,0.719,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.02,0.029,0.051,0.223,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
text-embedding-3-small,q_target - q_trap,config,False,False,True,True,score_target_minus_trap_c10_g0.75_b0.1,10,0.75,0.75,0.1,0.5892499999999999,0.346750,0.882250,0.918,0.934,0.944,0.948,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.209,0.283,0.356,0.539,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_target_minus_trap_top3579/score_anti_rrf_results.csv
